,S2,S2_conf
"('Lower quality (processing)', 'Awareness')",-0.03157009246338958,0.29777616325199724
"('Lower quality (processing)', 'Information for improving management')",-0.04342204358971399,0.2897322615260928
"('Lower quality (species)', 'Low and volatile landings')",0.04053059676630186,0.21701035317501324
"('Lower quality (species)', 'Thermal anomalies (El Niño - La Niña)')",-0.008410667806354105,0.24681660097149125
"('Lower quality (species)', 'Use of selective gear')",-0.0027254866652908155,0.22351319791368107
"('Lower quality (species)', 'Harvest spawning females')",0.03559612132476064,0.22353802673413375
"('Lower quality (species)', 'Landings with bad practices')",0.025124898358001843,0.2410776702767666
"('Lower quality (species)', 'Debt')",0.015090161745949127,0.2663069166068138
"('Lower quality (species)', 'Financial inclusion')",0.02786289878120539,0.2049135095149888
"('Lower quality (species)', 'Dependency on informal financial services')",0.031303278646936786,0.2424716262719695
"('Lower quality (species)', 'Operating expenses')",0.06398688737138589,0.22034349287060934
"('Lower quality (species)', 'Distance traveled during fishing trips')",0.03802204336572127,0.20362091377697525
"('Lower quality (species)', 'Wealth')",0.05229754236619981,0.2757784005737274
"('Lower quality (species)', 'Socio-economic status')",0.029354539411704184,0.2494969466840528
"('Lower quality (species)', 'Temporal discounting')",0.04523126497369992,0.2642381994112484
"('Lower quality (species)', 'Invest in the future')",0.018223840754380508,0.2525820297651654
"('Lower quality (species)', ""Fishers' concern towards sustainability"")",0.02033903506951292,0.22065619484455035
"('Lower quality (species)', 'Collective actions')",0.016805819259257806,0.25271221060366217
"('Lower quality (species)', 'Knowledge')",0.020746364249736787,0.23746708543111256
"('Lower quality (species)', 'Awareness')",0.03345532165862996,0.2413435233518095
"('Lower quality (species)', 'Information for improving management')",0.02160337053230612,0.20688489450765235
"('Low and volatile landings', 'Thermal anomalies (El Niño - La Niña)')",-0.03644823510740339,0.2355674447262609
"('Low and volatile landings', 'Use of selective gear')",-0.034446543030213446,0.20034628791822262
"('Low and volatile landings', 'Harvest spawning females')",-0.08366950456345988,0.2184582055821358
"('Low and volatile landings', 'Landings with bad practices')",-0.0261509346258446,0.1920751430687314
"('Low and volatile landings', 'Debt')",-0.00582345873887119,0.21582123624672736
"('Low and volatile landings', 'Financial inclusion')",-0.03300785524167156,0.19048879200797672
"('Low and volatile landings', 'Dependency on informal financial services')",-0.02940500602210309,0.19946211322556714
"('Low and volatile landings', 'Operating expenses')",-0.06225108410038936,0.20463939706421724
"('Low and volatile landings', 'Distance traveled during fishing trips')",-0.036448235107403144,0.19377487937262566
"('Low and volatile landings', 'Wealth')",-0.0536253599686172,0.25252232762827503
"('Low and volatile landings', 'Socio-economic status')",-0.04229445281310136,0.2031148427674591
"('Low and volatile landings', 'Temporal discounting')",-0.0026231254566926945,0.18348295812031648
"('Low and volatile landings', 'Invest in the future')",-0.02710577946986339,0.22371236203348477
"('Low and volatile landings', ""Fishers' concern towards sustainability"")",-0.02986968896094882,0.19407533461241658
"('Low and volatile landings', 'Collective actions')",-0.0012401194516120477,0.20391727640185758
"('Low and volatile landings', 'Knowledge')",-0.00900025767468247,0.20444503122808977
"('Low and volatile landings', 'Awareness')",-0.042904364142481895,0.2127863573792892
"('Low and volatile landings', 'Information for improving management')",-0.03644823510740301,0.18761341958950237
"('Thermal anomalies (El Niño - La Niña)', 'Use of selective gear')",-0.15420263939881004,0.2099736372487635
"('Thermal anomalies (El Niño - La Niña)', 'Harvest spawning females')",-0.14160523406139403,0.2029590679588394
"('Thermal anomalies (El Niño - La Niña)', 'Landings with bad practices')",-0.14211561196428663,0.2336085995137631
"('Thermal anomalies (El Niño - La Niña)', 'Debt')",-0.16829970976474323,0.23146328982527836
"('Thermal anomalies (El Niño - La Niña)', 'Financial inclusion')",-0.13064567566858643,0.19429429771369072
"('Thermal anomalies (El Niño - La Niña)', 'Dependency on informal financial services')",-0.16109212330886652,0.21131214235157328
"('Thermal anomalies (El Niño - La Niña)', 'Operating expenses')",-0.12391511460280838,0.21949260295124629
"('Thermal anomalies (El Niño - La Niña)', 'Distance traveled during fishing trips')",-0.1542026393988099,0.20589330699150507
"('Thermal anomalies (El Niño - La Niña)', 'Wealth')",-0.18033934672230262,0.23164889978600076
"('Thermal anomalies (El Niño - La Niña)', 'Socio-economic status')",-0.1465778369433271,0.21753249773746425
"('Thermal anomalies (El Niño - La Niña)', 'Temporal discounting')",-0.13863240485592526,0.21889764852526883
"('Thermal anomalies (El Niño - La Niña)', 'Invest in the future')",-0.16151345630006242,0.22482447086005583
"('Thermal anomalies (El Niño - La Niña)', ""Fishers' concern towards sustainability"")",-0.14991267644018674,0.21275503734966916
"('Thermal anomalies (El Niño - La Niña)', 'Collective actions')",-0.13394407171659917,0.21936477070288937
"('Thermal anomalies (El Niño - La Niña)', 'Knowledge')",-0.1583332272867524,0.20201370172870317
"('Thermal anomalies (El Niño - La Niña)', 'Awareness')",-0.1542026393988104,0.2009889110619838
"('Thermal anomalies (El Niño - La Niña)', 'Information for improving management')",-0.1352262977022877,0.19477667336718205
"('Use of selective gear', 'Harvest spawning females')",-0.0332706577135395,0.22373486227410794
"('Use of selective gear', 'Landings with bad practices')",0.0017455775676965268,0.2625809100366834
"('Use of selective gear', 'Debt')",0.002025421548080081,0.2541163268934456
"('Use of selective gear', 'Financial inclusion')",-0.025873630603431716,0.21553116015149765
"('Use of selective gear', 'Dependency on informal financial services')",0.003979382073376336,0.20871194809643456
"('Use of selective gear', 'Operating expenses')",0.005845195365676993,0.26195544754736905
"('Use of selective gear', 'Distance traveled during fishing trips')",0.00397938207337669,0.2585056466569736
"('Use of selective gear', 'Wealth')",0.006049522202622892,0.2449130868180961
"('Use of selective gear', 'Socio-economic status')",0.0018656715470814697,0.218014221885082
"('Use of selective gear', 'Temporal discounting')",0.0018212298561672072,0.2563488134847621
"('Use of selective gear', 'Invest in the future')",0.07085945852085702,0.23256453832278443
"('Use of selective gear', ""Fishers' concern towards sustainability"")",0.044413630323609385,0.21808391290492068
"('Use of selective gear', 'Collective actions')",-0.034209290544878646,0.22672601797678987
"('Use of selective gear', 'Knowledge')",-0.030372460415016275,0.21405363736258232
"('Use of selective gear', 'Awareness')",0.006313607137773486,0.2122288893848843
"('Use of selective gear', 'Information for improving management')",0.003979382073376614,0.22080197557774434
"('Harvest spawning females', 'Landings with bad practices')",0.11854366284455392,0.260262614985635
"('Harvest spawning females', 'Debt')",0.12811431794631079,0.29141079505389883
"('Harvest spawning females', 'Financial inclusion')",0.07058188328128956,0.242443251925004
"('Harvest spawning females', 'Dependency on informal financial services')",0.11097417386311953,0.25621663248946774
"('Harvest spawning females', 'Operating expenses')",0.10259337204646421,0.25783536386633366
"('Harvest spawning females', 'Distance traveled during fishing trips')",0.10240495893037052,0.2472629197639559
"('Harvest spawning females', 'Wealth')",0.09015086301133639,0.3040241638194821
"('Harvest spawning females', 'Socio-economic status')",0.07645818697999196,0.24924426527637839
"('Harvest spawning females', 'Temporal discounting')",0.1316176052680434,0.27262196893892476
"('Harvest spawning females', 'Invest in the future')",0.1684794413526703,0.2809697216102063
"('Harvest spawning females', ""Fishers' concern towards sustainability"")",0.13029691043432637,0.23931920985886904
"('Harvest spawning females', 'Collective actions')",0.08977287094266391,0.2506561186188666
"('Harvest spawning females', 'Knowledge')",0.045476367141656995,0.2407057610332588
"('Harvest spawning females', 'Awareness')",0.049536542849249986,0.24130683060812536
"('Harvest spawning females', 'Information for improving management')",0.10587226639523997,0.2303133835277929
"('Landings with bad practices', 'Debt')",-0.10094833259177732,0.22461139261402308
"('Landings with bad practices', 'Financial inclusion')",-0.0629330452506698,0.2083170640324983
"('Landings with bad practices', 'Dependency on informal financial services')",-0.05891241644783436,0.19624756496976692
"('Landings with bad practices', 'Operating expenses')",-0.09172794382509541,0.23779129508839136
"('Landings with bad practices', 'Distance traveled during fishing trips')",-0.05927450508879679,0.23176846562032535
"('Landings with bad practices', 'Wealth')",-0.05186318034143676,0.233785595716549
"('Landings with bad practices', 'Socio-economic status')",-0.0776459218220551,0.20134451926650954
"('Landings with bad practices', 'Temporal discounting')",-0.10451977047019707,0.227152014857716
"('Landings with bad practices', 'Invest in the future')",-0.07302783853777792,0.18965688218535096
"('Landings with bad practices', ""Fishers' concern towards sustainability"")",-0.0790080015921652,0.18137478791381662
"('Landings with bad practices', 'Collective actions')",-0.03672647280831311,0.22845145383729165
"('Landings with bad practices', 'Knowledge')",-0.031429142371241905,0.22149376442936478
"('Landings with bad practices', 'Awareness')",0.012480099998179818,0.2216620258120029
"('Landings with bad practices', 'Information for improving management')",-0.055947673941486725,0.20269744198130824
"('Debt', 'Financial inclusion')",-0.18623507032302855,0.18849446399962308
"('Debt', 'Dependency on informal financial services')",-0.15873395412215047,0.20093580028307795
"('Debt', 'Operating expenses')",-0.1711225316023113,0.19264007262370367
"('Debt', 'Distance traveled during fishing trips')",-0.18623507032302772,0.19449196300729155
"('Debt', 'Wealth')",-0.18437201188032545,0.2168084000617289
"('Debt', 'Socio-economic status')",-0.15770101468731035,0.18432431890863807
"('Debt', 'Temporal discounting')",-0.25032986299889665,0.23215813142548974
"('Debt', 'Invest in the future')",-0.19900262114982475,0.2085399665747088
"('Debt', ""Fishers' concern towards sustainability"")",-0.14984556870781285,0.1693168745711043
"('Debt', 'Collective actions')",-0.15590987300970183,0.19195460936872927
"('Debt', 'Knowledge')",-0.2006623201136291,0.19182077882368867
"('Debt', 'Awareness')",-0.15052272405079706,0.19046641735796935
"('Debt', 'Information for improving management')",-0.20517228626245052,0.21086605345978715
"('Financial inclusion', 'Dependency on informal financial services')",0.16901307586157027,0.1524726626218746
"('Financial inclusion', 'Operating expenses')",0.16901307586157083,0.14083001113098953
"('Financial inclusion', 'Distance traveled during fishing trips')",0.16901307586157105,0.14937909760555454
"('Financial inclusion', 'Wealth')",0.20103529172061796,0.1773592295771068
"('Financial inclusion', 'Socio-economic status')",0.1690130758615706,0.14824427666100484
"('Financial inclusion', 'Temporal discounting')",0.16901307586157055,0.1668709815427593
"('Financial inclusion', 'Invest in the future')",0.221262704393011,0.17006208040620013
"('Financial inclusion', ""Fishers' concern towards sustainability"")",0.1976289896635539,0.13949400280124644
"('Financial inclusion', 'Collective actions')",0.1728740311201399,0.1590053602964636
"('Financial inclusion', 'Knowledge')",0.13752414677812977,0.16233171785966496
"('Financial inclusion', 'Awareness')",0.17302499208242675,0.17205582554526921
"('Financial inclusion', 'Information for improving management')",0.1328472385669997,0.15191324363322609
"('Dependency on informal financial services', 'Operating expenses')",0.06773973556513256,0.21710647113020917
"('Dependency on informal financial services', 'Distance traveled during fishing trips')",0.11917875551518425,0.21734521394169107
"('Dependency on informal financial services', 'Wealth')",0.04516856453308511,0.2412865813047284
"('Dependency on informal financial services', 'Socio-economic status')",0.029680567943753327,0.19034856210562962
"('Dependency on informal financial services', 'Temporal discounting')",0.07430485644352357,0.21758904131896764
"('Dependency on informal financial services', 'Invest in the future')",0.07430485644352373,0.19252631587214172
"('Dependency on informal financial services', ""Fishers' concern towards sustainability"")",0.049197773888053714,0.17469981973522186
"('Dependency on informal financial services', 'Collective actions')",0.07430485644352414,0.2005215905169436
"('Dependency on informal financial services', 'Knowledge')",0.08236296884102959,0.19637930011863566
"('Dependency on informal financial services', 'Awareness')",0.0743048564435243,0.20736316604160784
"('Dependency on informal financial services', 'Information for improving management')",0.10206969859779083,0.18790550349239596
"('Operating expenses', 'Distance traveled during fishing trips')",-0.035177874572781064,0.30036537478552594
"('Operating expenses', 'Wealth')",-0.02713618079103998,0.30314323371873103
"('Operating expenses', 'Socio-economic status')",-0.0198329178175482,0.2695342047697115
"('Operating expenses', 'Temporal discounting')",-0.041897720075787445,0.3092570359313167
"('Operating expenses', 'Invest in the future')",-0.020206921361303004,0.27713271605986217
"('Operating expenses', ""Fishers' concern towards sustainability"")",-0.03504717431220573,0.2613373511893059
"('Operating expenses', 'Collective actions')",-0.0076799388610802495,0.3043596137842364
"('Operating expenses', 'Knowledge')",0.0006056782325162789,0.28806082602890637
"('Operating expenses', 'Awareness')",-0.0028377373476428033,0.2723512697719187
"('Operating expenses', 'Information for improving management')",-0.01987373345956664,0.2627173047046817
"('Distance traveled during fishing trips', 'Wealth')",0.058505957042796916,0.34021252469534385
"('Distance traveled during fishing trips', 'Socio-economic status')",0.08066771064802272,0.29319472364588833
"('Distance traveled during fishing trips', 'Temporal discounting')",0.016814875916535132,0.3395466940044702
"('Distance traveled during fishing trips', 'Invest in the future')",0.023617476684419797,0.30485819406674464
"('Distance traveled during fishing trips', ""Fishers' concern towards sustainability"")",0.0247983627718929,0.2832832431602561
"('Distance traveled during fishing trips', 'Collective actions')",0.016814875916534775,0.3297606257341442
"('Distance traveled during fishing trips', 'Knowledge')",0.016814875916535132,0.33397934914512184
"('Distance traveled during fishing trips', 'Awareness')",0.016814875916534938,0.3143343660671492
"('Distance traveled during fishing trips', 'Information for improving management')",-0.05381388053573671,0.32315568753885143
"('Wealth', 'Socio-economic status')",-0.3095924342394204,0.20932539902762032
"('Wealth', 'Temporal discounting')",-0.2773040351065891,0.18647343519907914
"('Wealth', 'Invest in the future')",-0.2658350953200822,0.2113173641320965
"('Wealth', ""Fishers' concern towards sustainability"")",-0.25895128535886136,0.19281194039127805
"('Wealth', 'Collective actions')",-0.28150367175655483,0.207023893190119
"('Wealth', 'Knowledge')",-0.277178204023549,0.2031881438798986
"('Wealth', 'Awareness')",-0.28158741817085886,0.20557351857150705
"('Wealth', 'Information for improving management')",-0.19910900663868378,0.13383058203491002
"('Socio-economic status', 'Temporal discounting')",0.11626772302873116,0.23065282152694105
"('Socio-economic status', 'Invest in the future')",0.12034183880243804,0.17811938879121703
"('Socio-economic status', ""Fishers' concern towards sustainability"")",0.07437305506671107,0.16181338773508913
"('Socio-economic status', 'Collective actions')",0.11618181705112493,0.2101664322926286
"('Socio-economic status', 'Knowledge')",0.11168016390548012,0.2400089375466032
"('Socio-economic status', 'Awareness')",0.12064125878275489,0.2145490562811982
"('Socio-economic status', 'Information for improving management')",0.16958244937816935,0.25646772768786996
"('Temporal discounting', 'Invest in the future')",-0.0318469418848486,0.20724781318708174
"('Temporal discounting', ""Fishers' concern towards sustainability"")",-0.015380913178135912,0.16489654183861255
"('Temporal discounting', 'Collective actions')",0.01574906056262958,0.20932539172709846
"('Temporal discounting', 'Knowledge')",-0.033680081783154125,0.17932915966919194
"('Temporal discounting', 'Awareness')",0.021699174354379853,0.1933306041533634
"('Temporal discounting', 'Information for improving management')",-0.03866134589653469,0.20262676328278711
"('Invest in the future', ""Fishers' concern towards sustainability"")",-0.0007049401732942065,0.33314863379463533
"('Invest in the future', 'Collective actions')",0.10031503495354319,0.4005283317727931
"('Invest in the future', 'Knowledge')",0.14343698781680908,0.38168181351892283
"('Invest in the future', 'Awareness')",0.0836217574151675,0.3672047620939113
"('Invest in the future', 'Information for improving management')",0.07162191887230836,0.3528258791454685
"(""Fishers' concern towards sustainability"", 'Collective actions')",0.26563282883206096,0.23008057760856887
"(""Fishers' concern towards sustainability"", 'Knowledge')",0.2808294915863884,0.24507717411402838
"(""Fishers' concern towards sustainability"", 'Awareness')",0.25569293876060306,0.22958762446770736
"(""Fishers' concern towards sustainability"", 'Information for improving management')",0.2697758691782738,0.25654419536298073
"('Collective actions', 'Knowledge')",-0.03527541119131009,0.24964018474996805
"('Collective actions', 'Awareness')",-0.059654798310519445,0.2269720874802013
"('Collective actions', 'Information for improving management')",-0.001656566425407055,0.2287325128945896
"('Knowledge', 'Awareness')",0.052968291361923756,0.18808040844966542
"('Knowledge', 'Information for improving management')",0.09974892010292949,0.23924886655872077
"('Awareness', 'Information for improving management')",0.11600904471666382,0.20201017336413635
